model,pathway,scenario,region,variables,unit,2020,2050
image,SSP2-Base,Business As Usual,LU,Share|ElectricityHV|ImportsPT,share,0.0,0.0
image,SSP2-Base,Business As Usual,LU,Share|ElectricityHV|ImportsFI,share,0.0,0.0
image,SSP2-Base,Business As Usual,LU,Share|ElectricityHV|ImportsBY,share,0.0,0.0
image,SSP2-Base,Business As Usual,LU,Share|ElectricityHV|ImportsGI,share,0.0,0.0
image,SSP2-Base,Business As Usual,LU,Share|ElectricityHV|ImportsAL,share,0.0,0.0
image,SSP2-Base,Business As Usual,LU,Share|ElectricityHV|ImportsHU,share,0.0,0.0
image,SSP2-Base,Business As Usual,LU,Share|ElectricityHV|ImportsCH,share,0.0,0.0
image,SSP2-Base,Business As Usual,LU,Share|ElectricityMV|TransformationHVMV,share,0.5761023076110239,0.2561591022813175
image,SSP2-Base,Business As Usual,LU,Share|ElectricityMV|SolarPVRoofCommercial,share,0.3553007606944178,0.3419495757441955
image,SSP2-Base,Business As Usual,LU,Share|ElectricityMV|Waste,share,0.0685969316945582,0.4018913219744868
image,SSP2-Base,Business As Usual,LU,Share|ElectricityLV|TransformationMVLV,share,0.3869446054120116,0.333638504740402
image,SSP2-Base,Business As Usual,LU,Share|ElectricityLV|BatteryChemical,share,0.2218901768227446,0.3088193087149105
image,SSP2-Base,Business As Usual,LU,Share|ElectricityLV|SolarPVRoofResidential,share,0.3911652177652438,0.3575421865446875
image,SSP2-Base,Business As Usual,GR,Share|ElectricityHV|Coal,share,0.0289619945260077,0.0230898830017836
image,SSP2-Base,Business As Usual,GR,Share|ElectricityHV|CombinedCycle,share,0.011831319232767,0.0508695554454334
image,SSP2-Base,Business As Usual,GR,Share|ElectricityHV|GasTurbine,share,0.0440306738811344,0.1613287784239986
image,SSP2-Base,Business As Usual,GR,Share|ElectricityHV|CogenerationGas,share,0.0336795095922293,0.0054047202986654
image,SSP2-Base,Business As Usual,GR,Share|ElectricityHV|Nuclear,share,0.0323412810167922,0.0298062576941585
image,SSP2-Base,Business As Usual,GR,Share|ElectricityHV|Oil,share,0.0394049929044234,0.0044151839151625
image,SSP2-Base,Business As Usual,GR,Share|ElectricityHV|Geothermal,share,0.0326144117037044,0.0149877185132182
image,SSP2-Base,Business As Usual,GR,Share|ElectricityHV|HydroRunofRiver,share,0.1465530373489129,0.2015812665165237
image,SSP2-Base,Business As Usual,GR,Share|ElectricityHV|HydroReservoir,share,0.1369484622485782,0.0297943846958213
image,SSP2-Base,Business As Usual,GR,Share|ElectricityHV|Biomass,share,0.0456623541330052,0.0014392090690025
image,SSP2-Base,Business As Usual,GR,Share|ElectricityHV|Biogas,share,0.0440631716027889,0.0120198864974106
image,SSP2-Base,Business As Usual,GR,Share|ElectricityHV|WindOnshore,share,0.0002135014987443,0.0035256594879911
image,SSP2-Base,Business As Usual,GR,Share|ElectricityHV|WindOffshore,share,0.0229363697765596,0.0528938797693805
image,SSP2-Base,Business As Usual,GR,Share|ElectricityHV|SolarThermal,share,0.085115117702161,0.0687630058466188
image,SSP2-Base,Business As Usual,GR,Share|ElectricityHV|SolarPVOpen,share,0.02814875906152,0.1008574180279553
image,SSP2-Base,Business As Usual,GR,Share|ElectricityHV|Hydrogen,share,0.1125619900820976,0.0835526307351677
image,SSP2-Base,Business As Usual,GR,Share|ElectricityHV|BatteryHydro,share,0.1067012013524382,0.0059064061282966
image,SSP2-Base,Business As Usual,GR,Share|ElectricityHV|ImportsES,share,0.0,0.0
image,SSP2-Base,Business As Usual,GR,Share|ElectricityHV|ImportsBG,share,0.0,0.0
image,SSP2-Base,Business As Usual,GR,Share|ElectricityHV|ImportsSE,share,0.0,0.0
image,SSP2-Base,Business As Usual,GR,Share|ElectricityHV|ImportsAT,share,0.0,0.0
image,SSP2-Base,Business As Usual,GR,Share|ElectricityHV|ImportsMK,share,0.0030829104043553,0.1440395009669553
image,SSP2-Base,Business As Usual,GR,Share|ElectricityHV|ImportsMD,share,0.0,0.0
image,SSP2-Base,Business As Usual,GR,Share|ElectricityHV|ImportsHR,share,0.0,0.0
image,SSP2-Base,Business As Usual,GR,Share|ElectricityHV|ImportsXK,share,0.0,0.0
image,SSP2-Base,Business As Usual,GR,Share|ElectricityHV|ImportsLU,share,0.0,0.0
image,SSP2-Base,Business As Usual,GR,Share|ElectricityHV|ImportsGR,share,0.0,0.0
image,SSP2-Base,Business As Usual,GR,Share|ElectricityHV|ImportsIS,share,0.0,0.0
image,SSP2-Base,Business As Usual,GR,Share|ElectricityHV|ImportsBA,share,0.0,0.0
image,SSP2-Base,Business As Usual,GR,Share|ElectricityHV|ImportsEE,share,0.0,0.0
image,SSP2-Base,Business As Usual,GR,Share|ElectricityHV|ImportsSK,share,0.0,0.0
image,SSP2-Base,Business As Usual,GR,Share|ElectricityHV|ImportsME,share,0.0,0.0
image,SSP2-Base,Business As Usual,GR,Share|ElectricityHV|ImportsLT,share,0.0,0.0
image,SSP2-Base,Business As Usual,GR,Share|ElectricityHV|ImportsSI,share,0.0,0.0
image,SSP2-Base,Business As Usual,GR,Share|ElectricityHV|ImportsIE,share,0.0,0.0
image,SSP2-Base,Business As Usual,GR,Share|ElectricityHV|ImportsBE,share,0.0,0.0
image,SSP2-Base,Business As Usual,GR,Share|ElectricityHV|ImportsRS,share,0.0,0.0
image,SSP2-Base,Business As Usual,GR,Share|ElectricityHV|ImportsRO,share,0.0,0.0
image,SSP2-Base,Business As Usual,GR,Share|ElectricityHV|ImportsNL,share,0.0,0.0
image,SSP2-Base,Business As Usual,GR,Share|ElectricityHV|ImportsUA,share,0.0,0.0
image,SSP2-Base,Business As Usual,GR,Share|ElectricityHV|ImportsPL,share,0.0,0.0
image,SSP2-Base,Business As Usual,GR,Share|ElectricityHV|ImportsFR,share,0.0,0.0
image,SSP2-Base,Business As Usual,GR,Share|ElectricityHV|ImportsGB,share,0.0,0.0
image,SSP2-Base,Business As Usual,GR,Share|ElectricityHV|ImportsNO,share,0.0,0.0
image,SSP2-Base,Business As Usual,GR,Share|ElectricityHV|ImportsCZ,share,0.0,0.0
image,SSP2-Base,Business As Usual,GR,Share|ElectricityHV|ImportsMT,share,0.0,0.0
image,SSP2-Base,Business As Usual,GR,Share|ElectricityHV|ImportsDK,share,0.0,0.0
image,SSP2-Base,Business As Usual,GR,Share|ElectricityHV|ImportsIT,share,0.0,0.0
image,SSP2-Base,Business As Usual,GR,Share|ElectricityHV|ImportsLV,share,0.0,0.0
image,SSP2-Base,Business As Usual,GR,Share|ElectricityHV|ImportsDE,share,0.0,0.0
image,SSP2-Base,Business As Usual,GR,Share|ElectricityHV|ImportsPT,share,0.0190254566890923,0.0050094161687496
image,SSP2-Base,Business As Usual,GR,Share|ElectricityHV|ImportsFI,share,0.0,0.0
image,SSP2-Base,Business As Usual,GR,Share|ElectricityHV|ImportsBY,share,0.0261234852426872,0.0007152387977059
image,SSP2-Base,Business As Usual,GR,Share|ElectricityHV|ImportsGI,share,0.0,0.0
image,SSP2-Base,Business As Usual,GR,Share|ElectricityHV|ImportsAL,share,0.0,0.0
image,SSP2-Base,Business As Usual,GR,Share|ElectricityHV|ImportsHU,share,0.0,0.0
image,SSP2-Base,Business As Usual,GR,Share|ElectricityHV|ImportsCH,share,0.0,0.0
image,SSP2-Base,Business As Usual,GR,Share|ElectricityMV|TransformationHVMV,share,0.3041286625160832,0.2897648112923824
image,SSP2-Base,Business As Usual,GR,Share|ElectricityMV|SolarPVRoofCommercial,share,0.1892985319680258,0.6581565146842288
image,SSP2-Base,Business As Usual,GR,Share|ElectricityMV|Waste,share,0.5065728055158909,0.0520786740233888
image,SSP2-Base,Business As Usual,GR,Share|ElectricityLV|TransformationMVLV,share,0.1595830934677206,0.2214431903602756
image,SSP2-Base,Business As Usual,GR,Share|ElectricityLV|BatteryChemical,share,0.334999745070236,0.1698128539084811
image,SSP2-Base,Business As Usual,GR,Share|ElectricityLV|SolarPVRoofResidential,share,0.5054171614620433,0.6087439557312433
image,SSP2-Base,Business As Usual,IS,Share|ElectricityHV|Coal,share,0.0605132395826194,0.0155869374989979
image,SSP2-Base,Business As Usual,IS,Share|ElectricityHV|CombinedCycle,share,0.0124615319851488,0.0800730113896278
image,SSP2-Base,Business As Usual,IS,Share|ElectricityHV|GasTurbine,share,0.0803614715557754,0.1642343377220888
image,SSP2-Base,Business As Usual,IS,Share|ElectricityHV|CogenerationGas,share,0.0693273745976912,0.0961877979081513
image,SSP2-Base,Business As Usual,IS,Share|ElectricityHV|Nuclear,share,0.0207730929544324,0.0815147620515984
image,SSP2-Base,Business As Usual,IS,Share|ElectricityHV|Oil,share,0.0076609547272428,0.0364138356708242
image,SSP2-Base,Business As Usual,IS,Share|ElectricityHV|Geothermal,share,0.0002412700258426,0.013215540089808
image,SSP2-Base,Business As Usual,IS,Share|ElectricityHV|HydroRunofRiver,share,0.0558786886887065,0.0719945198714673
image,SSP2-Base,Business As Usual,IS,Share|ElectricityHV|HydroReservoir,share,0.0412408181056209,0.1431723917263581
image,SSP2-Base,Business As Usual,IS,Share|ElectricityHV|Biomass,share,0.073030071089815,0.0249326508095876
image,SSP2-Base,Business As Usual,IS,Share|ElectricityHV|Biogas,share,0.1240424140192222,0.0180044089499462
image,SSP2-Base,Business As Usual,IS,Share|ElectricityHV|WindOnshore,share,0.1650586903378446,0.0186048472819136
image,SSP2-Base,Business As Usual,IS,Share|ElectricityHV|WindOffshore,share,0.1040068418651824,0.0554738226886149
image,SSP2-Base,Business As Usual,IS,Share|ElectricityHV|SolarThermal,share,0.0248287605705021,0.111741897904967
image,SSP2-Base,Business As Usual,IS,Share|ElectricityHV|SolarPVOpen,share,0.0331423847634115,0.0008329868907329
image,SSP2-Base,Business As Usual,IS,Share|ElectricityHV|Hydrogen,share,0.0978264581522941,0.0409733510095714
image,SSP2-Base,Business As Usual,IS,Share|ElectricityHV|BatteryHydro,share,0.0146312784021289,0.0055623092780284
image,SSP2-Base,Business As Usual,IS,Share|ElectricityHV|ImportsES,share,0.0,0.0
image,SSP2-Base,Business As Usual,IS,Share|ElectricityHV|ImportsBG,share,0.0,0.0
image,SSP2-Base,Business As Usual,IS,Share|ElectricityHV|ImportsSE,share,0.0,0.0
image,SSP2-Base,Business As Usual,IS,Share|ElectricityHV|ImportsAT,share,0.0,0.0
image,SSP2-Base,Business As Usual,IS,Share|ElectricityHV|ImportsMK,share,0.0,0.0
image,SSP2-Base,Business As Usual,IS,Share|ElectricityHV|ImportsMD,share,0.0,0.0
image,SSP2-Base,Business As Usual,IS,Share|ElectricityHV|ImportsHR,share,0.0,0.0
image,SSP2-Base,Business As Usual,IS,Share|ElectricityHV|ImportsXK,share,0.0039149456325123,0.0079624202233531
image,SSP2-Base,Business As Usual,IS,Share|ElectricityHV|ImportsLU,share,0.0,0.0
image,SSP2-Base,Business As Usual,IS,Share|ElectricityHV|ImportsGR,share,0.0,0.0
image,SSP2-Base,Business As Usual,IS,Share|ElectricityHV|ImportsIS,share,0.0,0.0
image,SSP2-Base,Business As Usual,IS,Share|ElectricityHV|ImportsBA,share,0.0,0.0
image,SSP2-Base,Business As Usual,IS,Share|ElectricityHV|ImportsEE,share,0.0,0.0
image,SSP2-Base,Business As Usual,IS,Share|ElectricityHV|ImportsSK,share,0.0,0.0
image,SSP2-Base,Business As Usual,IS,Share|ElectricityHV|ImportsME,share,0.0,0.0
image,SSP2-Base,Business As Usual,IS,Share|ElectricityHV|ImportsLT,share,0.0,0.0
image,SSP2-Base,Business As Usual,IS,Share|ElectricityHV|ImportsSI,share,0.0104918759111504,0.0052821240310066
image,SSP2-Base,Business As Usual,IS,Share|ElectricityHV|ImportsIE,share,0.0,0.0
image,SSP2-Base,Business As Usual,IS,Share|ElectricityHV|ImportsBE,share,0.0,0.0
image,SSP2-Base,Business As Usual,IS,Share|ElectricityHV|ImportsRS,share,0.0,0.0
image,SSP2-Base,Business As Usual,IS,Share|ElectricityHV|ImportsRO,share,0.0,0.0
image,SSP2-Base,Business As Usual,IS,Share|ElectricityHV|ImportsNL,share,0.0,0.0
image,SSP2-Base,Business As Usual,IS,Share|ElectricityHV|ImportsUA,share,0.0,0.0
image,SSP2-Base,Business As Usual,IS,Share|ElectricityHV|ImportsPL,share,0.0,0.0
image,SSP2-Base,Business As Usual,IS,Share|ElectricityHV|ImportsFR,share,0.0,0.0
image,SSP2-Base,Business As Usual,IS,Share|ElectricityHV|ImportsGB,share,0.0,0.0
image,SSP2-Base,Business As Usual,IS,Share|ElectricityHV|ImportsNO,share,0.0,0.0
image,SSP2-Base,Business As Usual,IS,Share|ElectricityHV|ImportsCZ,share,0.0,0.0
image,SSP2-Base,Business As Usual,IS,Share|ElectricityHV|ImportsMT,share,0.0,0.0
image,SSP2-Base,Business As Usual,IS,Share|ElectricityHV|ImportsDK,share,0.0,0.0
image,SSP2-Base,Business As Usual,IS,Share|ElectricityHV|ImportsIT,share,0.0,0.0
image,SSP2-Base,Business As Usual,IS,Share|ElectricityHV|ImportsLV,share,0.0,0.0
image,SSP2-Base,Business As Usual,IS,Share|ElectricityHV|ImportsDE,share,0.0005678370328557,0.0082360470033556
image,SSP2-Base,Business As Usual,IS,Share|ElectricityHV|ImportsPT,share,0.0,0.0
image,SSP2-Base,Business As Usual,IS,Share|ElectricityHV|ImportsFI,share,0.0,0.0
image,SSP2-Base,Business As Usual,IS,Share|ElectricityHV|ImportsBY,share,0.0,0.0
image,SSP2-Base,Business As Usual,IS,Share|ElectricityHV|ImportsGI,share,0.0,0.0
image,SSP2-Base,Business As Usual,IS,Share|ElectricityHV|ImportsAL,share,0.0,0.0
image,SSP2-Base,Business As Usual,IS,Share|ElectricityHV|ImportsHU,share,0.0,0.0
image,SSP2-Base,Business As Usual,IS,Share|ElectricityHV|ImportsCH,share,0.0,0.0
image,SSP2-Base,Business As Usual,IS,Share|ElectricityMV|TransformationHVMV,share,0.7083740113877153,0.777086895677182
image,SSP2-Base,Business As Usual,IS,Share|ElectricityMV|SolarPVRoofCommercial,share,0.1861877491141305,0.0725928551482081
image,SSP2-Base,Business As Usual,IS,Share|ElectricityMV|Waste,share,0.105438239498154,0.1503202491746098
image,SSP2-Base,Business As Usual,IS,Share|ElectricityLV|TransformationMVLV,share,0.1844750217277113,0.1689215337276708
image,SSP2-Base,Business As Usual,IS,Share|ElectricityLV|BatteryChemical,share,0.3368014727186072,0.4824577612135886
image,SSP2-Base,Business As Usual,IS,Share|ElectricityLV|SolarPVRoofResidential,share,0.4787235055536813,0.3486207050587405
image,SSP2-Base,Business As Usual,BA,Share|ElectricityHV|Coal,share,0.0799327537252287,0.0251943233679034
image,SSP2-Base,Business As Usual,BA,Share|ElectricityHV|CombinedCycle,share,0.0026234825311474,0.0785597241770893
image,SSP2-Base,Business As Usual,BA,Share|ElectricityHV|GasTurbine,share,0.0664010932506406,0.0751590740946722
image,SSP2-Base,Business As Usual,BA,Share|ElectricityHV|CogenerationGas,share,0.0076240195647393,0.0490306098235785
image,SSP2-Base,Business As Usual,BA,Share|ElectricityHV|Nuclear,share,0.0431985605300495,0.1077786496840425
image,SSP2-Base,Business As Usual,BA,Share|ElectricityHV|Oil,share,0.151379640485418,0.0813418792546646
image,SSP2-Base,Business As Usual,BA,Share|ElectricityHV|Geothermal,share,0.0617714155508875,0.0731488757568249
image,SSP2-Base,Business As Usual,BA,Share|ElectricityHV|HydroRunofRiver,share,0.0257886328662102,0.0025784488030269
image,SSP2-Base,Business As Usual,BA,Share|ElectricityHV|HydroReservoir,share,0.0502204584321162,0.0484568336095901
image,SSP2-Base,Business As Usual,BA,Share|ElectricityHV|Biomass,share,0.0174947728309169,0.0403358086804916
image,SSP2-Base,Business As Usual,BA,Share|ElectricityHV|Biogas,share,0.1997333183456031,0.1195573532723708
image,SSP2-Base,Business As Usual,BA,Share|ElectricityHV|WindOnshore,share,0.0131525450671366,0.0233514888679097
image,SSP2-Base,Business As Usual,BA,Share|ElectricityHV|WindOffshore,share,0.0290573248111969,0.0017354495491532
image,SSP2-Base,Business As Usual,BA,Share|ElectricityHV|SolarThermal,share,0.0567775774004336,0.1016331276082599
image,SSP2-Base,Business As Usual,BA,Share|ElectricityHV|SolarPVOpen,share,0.0467854858591603,0.0471730313204503
image,SSP2-Base,Business As Usual,BA,Share|ElectricityHV|Hydrogen,share,0.0520374116479847,0.0146877787625677
image,SSP2-Base,Business As Usual,BA,Share|ElectricityHV|BatteryHydro,share,0.0179528905360457,0.0175424004311035
image,SSP2-Base,Business As Usual,BA,Share|ElectricityHV|ImportsES,share,0.0,0.0
image,SSP2-Base,Business As Usual,BA,Share|ElectricityHV|ImportsBG,share,0.0,0.0
image,SSP2-Base,Business As Usual,BA,Share|ElectricityHV|ImportsSE,share,0.0,0.0
image,SSP2-Base,Business As Usual,BA,Share|ElectricityHV|ImportsAT,share,0.0,0.0
image,SSP2-Base,Business As Usual,BA,Share|ElectricityHV|ImportsMK,share,0.0,0.0
image,SSP2-Base,Business As Usual,BA,Share|ElectricityHV|ImportsMD,share,0.0,0.0
image,SSP2-Base,Business As Usual,BA,Share|ElectricityHV|ImportsHR,share,0.0,0.0
image,SSP2-Base,Business As Usual,BA,Share|ElectricityHV|ImportsXK,share,0.0,0.0
image,SSP2-Base,Business As Usual,BA,Share|ElectricityHV|ImportsLU,share,0.0,0.0
image,SSP2-Base,Business As Usual,BA,Share|ElectricityHV|ImportsGR,share,0.0,0.0
image,SSP2-Base,Business As Usual,BA,Share|ElectricityHV|ImportsIS,share,0.0,0.0
image,SSP2-Base,Business As Usual,BA,Share|ElectricityHV|ImportsBA,share,0.0,0.0
image,SSP2-Base,Business As Usual,BA,Share|ElectricityHV|ImportsEE,share,0.0,0.0
image,SSP2-Base,Business As Usual,BA,Share|ElectricityHV|ImportsSK,share,0.0,0.0
image,SSP2-Base,Business As Usual,BA,Share|ElectricityHV|ImportsME,share,0.0,0.0
image,SSP2-Base,Business As Usual,BA,Share|ElectricityHV|ImportsLT,share,0.0,0.0
image,SSP2-Base,Business As Usual,BA,Share|ElectricityHV|ImportsSI,share,0.0,0.0
image,SSP2-Base,Business As Usual,BA,Share|ElectricityHV|ImportsIE,share,0.0,0.0
image,SSP2-Base,Business As Usual,BA,Share|ElectricityHV|ImportsBE,share,0.0,0.0
image,SSP2-Base,Business As Usual,BA,Share|ElectricityHV|ImportsRS,share,0.0,0.0
image,SSP2-Base,Business As Usual,BA,Share|ElectricityHV|ImportsRO,share,0.0,0.0
image,SSP2-Base,Business As Usual,BA,Share|ElectricityHV|ImportsNL,share,0.0,0.0
image,SSP2-Base,Business As Usual,BA,Share|ElectricityHV|ImportsUA,share,0.0,0.0
image,SSP2-Base,Business As Usual,BA,Share|ElectricityHV|ImportsPL,share,0.0,0.0
image,SSP2-Base,Business As Usual,BA,Share|ElectricityHV|ImportsFR,share,0.0,0.0
image,SSP2-Base,Business As Usual,BA,Share|ElectricityHV|ImportsGB,share,0.0,0.0
image,SSP2-Base,Business As Usual,BA,Share|ElectricityHV|ImportsNO,share,0.0,0.0
image,SSP2-Base,Business As Usual,BA,Share|ElectricityHV|ImportsCZ,share,0.0,0.0
image,SSP2-Base,Business As Usual,BA,Share|ElectricityHV|ImportsMT,share,0.0411637031872204,0.0340352338288114
image,SSP2-Base,Business As Usual,BA,Share|ElectricityHV|ImportsDK,share,0.0,0.0
image,SSP2-Base,Business As Usual,BA,Share|ElectricityHV|ImportsIT,share,0.0,0.0
image,SSP2-Base,Business As Usual,BA,Share|ElectricityHV|ImportsLV,share,0.0,0.0
image,SSP2-Base,Business As Usual,BA,Share|ElectricityHV|ImportsDE,share,0.0,0.0
image,SSP2-Base,Business As Usual,BA,Share|ElectricityHV|ImportsPT,share,0.0,0.0
image,SSP2-Base,Business As Usual,BA,Share|ElectricityHV|ImportsFI,share,0.0,0.0
image,SSP2-Base,Business As Usual,BA,Share|ElectricityHV|ImportsBY,share,0.0291480502683672,0.0023629203547838
image,SSP2-Base,Business As Usual,BA,Share|ElectricityHV|ImportsGI,share,0.0,0.0
image,SSP2-Base,Business As Usual,BA,Share|ElectricityHV|ImportsAL,share,0.0,0.0
image,SSP2-Base,Business As Usual,BA,Share|ElectricityHV|ImportsHU,share,0.0,0.0
image,SSP2-Base,Business As Usual,BA,Share|ElectricityHV|ImportsCH,share,0.0077568631094964,0.0563369887527049
image,SSP2-Base,Business As Usual,BA,Share|ElectricityMV|TransformationHVMV,share,0.2836299703934147,0.3110605901580002
image,SSP2-Base,Business As Usual,BA,Share|ElectricityMV|SolarPVRoofCommercial,share,0.2774436912580145,0.2047560891466126
image,SSP2-Base,Business As Usual,BA,Share|ElectricityMV|Waste,share,0.4389263383485707,0.484183320695387
image,SSP2-Base,Business As Usual,BA,Share|ElectricityLV|TransformationMVLV,share,0.2139834346048318,0.6235046726107603
image,SSP2-Base,Business As Usual,BA,Share|ElectricityLV|BatteryChemical,share,0.1395907022844992,0.2778827061541796
image,SSP2-Base,Business As Usual,BA,Share|ElectricityLV|SolarPVRoofResidential,share,0.6464258631106689,0.0986126212350601
image,SSP2-Base,Business As Usual,EE,Share|ElectricityHV|Coal,share,0.0021020348475055,0.005131580269893
image,SSP2-Base,Business As Usual,EE,Share|ElectricityHV|CombinedCycle,share,0.0269665656359427,0.0492511086129711
image,SSP2-Base,Business As Usual,EE,Share|ElectricityHV|GasTurbine,share,0.0050054071047849,0.0432556048967751
image,SSP2-Base,Business As Usual,EE,Share|ElectricityHV|CogenerationGas,share,0.0130694533532627,0.035492765466256
image,SSP2-Base,Business As Usual,EE,Share|ElectricityHV|Nuclear,share,0.0037376768439948,0.0279245101020725
image,SSP2-Base,Business As Usual,EE,Share|ElectricityHV|Oil,share,0.0251978882220942,0.0686981758975629
image,SSP2-Base,Business As Usual,EE,Share|ElectricityHV|Geothermal,share,0.1818307316177792,0.0495111511374643
image,SSP2-Base,Business As Usual,EE,Share|ElectricityHV|HydroRunofRiver,share,0.0208380940242881,0.0916950187853944
image,SSP2-Base,Business As Usual,EE,Share|ElectricityHV|HydroReservoir,share,0.0203645159542544,0.0996538600725164
image,SSP2-Base,Business As Usual,EE,Share|ElectricityHV|Biomass,share,0.0263215890170061,0.0612555708804951
image,SSP2-Base,Business As Usual,EE,Share|ElectricityHV|Biogas,share,0.1048200539389568,0.0207722249013667
image,SSP2-Base,Business As Usual,EE,Share|ElectricityHV|WindOnshore,share,0.1790538458881675,0.0205938788340579
image,SSP2-Base,Business As Usual,EE,Share|ElectricityHV|WindOffshore,share,0.1301012156893359,0.0292370889592998
image,SSP2-Base,Business As Usual,EE,Share|ElectricityHV|SolarThermal,share,0.0718318385995354,0.060928183030407
image,SSP2-Base,Business As Usual,EE,Share|ElectricityHV|SolarPVOpen,share,0.0098855245115209,0.0867307599205843
image,SSP2-Base,Business As Usual,EE,Share|ElectricityHV|Hydrogen,share,0.0733102876436825,0.0222368513252028
image,SSP2-Base,Business As Usual,EE,Share|ElectricityHV|BatteryHydro,share,0.0046352679051534,0.140679717545871
image,SSP2-Base,Business As Usual,EE,Share|ElectricityHV|ImportsES,share,0.0,0.0
image,SSP2-Base,Business As Usual,EE,Share|ElectricityHV|ImportsBG,share,0.0,0.0
image,SSP2-Base,Business As Usual,EE,Share|ElectricityHV|ImportsSE,share,0.0,0.0
image,SSP2-Base,Business As Usual,EE,Share|ElectricityHV|ImportsAT,share,0.0,0.0
image,SSP2-Base,Business As Usual,EE,Share|ElectricityHV|ImportsMK,share,0.0,0.0
image,SSP2-Base,Business As Usual,EE,Share|ElectricityHV|ImportsMD,share,0.0,0.0
image,SSP2-Base,Business As Usual,EE,Share|ElectricityHV|ImportsHR,share,0.0068018703812176,0.0815219940356874
image,SSP2-Base,Business As Usual,EE,Share|ElectricityHV|ImportsXK,share,0.0,0.0
image,SSP2-Base,Business As Usual,EE,Share|ElectricityHV|ImportsLU,share,0.0,0.0
image,SSP2-Base,Business As Usual,EE,Share|ElectricityHV|ImportsGR,share,0.0,0.0
image,SSP2-Base,Business As Usual,EE,Share|ElectricityHV|ImportsIS,share,0.0,0.0
image,SSP2-Base,Business As Usual,EE,Share|ElectricityHV|ImportsBA,share,0.0,0.0
image,SSP2-Base,Business As Usual,EE,Share|ElectricityHV|ImportsEE,share,0.0,0.0
image,SSP2-Base,Business As Usual,EE,Share|ElectricityHV|ImportsSK,share,0.0,0.0
image,SSP2-Base,Business As Usual,EE,Share|ElectricityHV|ImportsME,share,0.0,0.0
image,SSP2-Base,Business As Usual,EE,Share|ElectricityHV|ImportsLT,share,0.0,0.0
image,SSP2-Base,Business As Usual,EE,Share|ElectricityHV|ImportsSI,share,0.0100849849034937,0.0017027442710914
image,SSP2-Base,Business As Usual,EE,Share|ElectricityHV|ImportsIE,share,0.0,0.0
image,SSP2-Base,Business As Usual,EE,Share|ElectricityHV|ImportsBE,share,0.0,0.0
image,SSP2-Base,Business As Usual,EE,Share|ElectricityHV|ImportsRS,share,0.0,0.0
image,SSP2-Base,Business As Usual,EE,Share|ElectricityHV|ImportsRO,share,0.0,0.0
image,SSP2-Base,Business As Usual,EE,Share|ElectricityHV|ImportsNL,share,0.0,0.0
image,SSP2-Base,Business As Usual,EE,Share|ElectricityHV|ImportsUA,share,0.0,0.0
image,SSP2-Base,Business As Usual,EE,Share|ElectricityHV|ImportsPL,share,0.0,0.0
image,SSP2-Base,Business As Usual,EE,Share|ElectricityHV|ImportsFR,share,0.0,0.0
image,SSP2-Base,Business As Usual,EE,Share|ElectricityHV|ImportsGB,share,0.0840411539180225,0.0037272110550303
image,SSP2-Base,Business As Usual,EE,Share|ElectricityHV|ImportsNO,share,0.0,0.0
image,SSP2-Base,Business As Usual,EE,Share|ElectricityHV|ImportsCZ,share,0.0,0.0
image,SSP2-Base,Business As Usual,EE,Share|ElectricityHV|ImportsMT,share,0.0,0.0
image,SSP2-Base,Business As Usual,EE,Share|ElectricityHV|ImportsDK,share,0.0,0.0
image,SSP2-Base,Business As Usual,EE,Share|ElectricityHV|ImportsIT,share,0.0,0.0
image,SSP2-Base,Business As Usual,EE,Share|ElectricityHV|ImportsLV,share,0.0,0.0
image,SSP2-Base,Business As Usual,EE,Share|ElectricityHV|ImportsDE,share,0.0,0.0
image,SSP2-Base,Business As Usual,EE,Share|ElectricityHV|ImportsPT,share,0.0,0.0
image,SSP2-Base,Business As Usual,EE,Share|ElectricityHV|ImportsFI,share,0.0,0.0
image,SSP2-Base,Business As Usual,EE,Share|ElectricityHV|ImportsBY,share,0.0,0.0
image,SSP2-Base,Business As Usual,EE,Share|ElectricityHV|ImportsGI,share,0.0,0.0
image,SSP2-Base,Business As Usual,EE,Share|ElectricityHV|ImportsAL,share,0.0,0.0
image,SSP2-Base,Business As Usual,EE,Share|ElectricityHV|ImportsHU,share,0.0,0.0
image,SSP2-Base,Business As Usual,EE,Share|ElectricityHV|ImportsCH,share,0.0,0.0
image,SSP2-Base,Business As Usual,EE,Share|ElectricityMV|TransformationHVMV,share,0.1278581484059728,0.7954800482382891
image,SSP2-Base,Business As Usual,EE,Share|ElectricityMV|SolarPVRoofCommercial,share,0.703408534808491,0.0354529918537046
image,SSP2-Base,Business As Usual,EE,Share|ElectricityMV|Waste,share,0.1687333167855362,0.1690669599080062
image,SSP2-Base,Business As Usual,EE,Share|ElectricityLV|TransformationMVLV,share,0.4211655322271969,0.1924353629377886
image,SSP2-Base,Business As Usual,EE,Share|ElectricityLV|BatteryChemical,share,0.1197932794896772,0.7985561087583237
image,SSP2-Base,Business As Usual,EE,Share|ElectricityLV|SolarPVRoofResidential,share,0.4590411882831258,0.0090085283038877
image,SSP2-Base,Business As Usual,SK,Share|ElectricityHV|Coal,share,0.0748919196557745,0.0398071005307782
image,SSP2-Base,Business As Usual,SK,Share|ElectricityHV|CombinedCycle,share,0.1933913922919125,0.0003431120416778
